date,col_name,n_deployed,n_eligible,n_dropped,deployed,eligible,dropped,drop_reasons
2025-02-13,Bt_20250213_060000,7,7,0,CAKE|NFP|PEOPLE|RUNE|THE|UXLINK|ZEN,CAKE|NFP|PEOPLE|RUNE|THE|UXLINK|ZEN,,
2025-02-14,Bt_20250214_060000,6,6,0,ALPACA|FARTCOIN|HEI|POPCAT|SYN|VVV,ALPACA|FARTCOIN|HEI|POPCAT|SYN|VVV,,
2025-02-15,Bt_20250215_060000,5,5,0,CAKE|LISTA|RATS|SWELL|XMR,CAKE|LISTA|RATS|SWELL|XMR,,
2025-02-16,Bt_20250216_060000,8,8,0,ALCH|HEI|HIVE|LISTA|PIPPIN|TNSR|TROY|X,ALCH|HEI|HIVE|LISTA|PIPPIN|TNSR|TROY|X,,
2025-02-17,Bt_20250217_060000,10,10,0,ARK|ID|NULS|POWR|RATS|SONIC|STORJ|SXP|USTC|ZRX,ARK|ID|NULS|POWR|RATS|SONIC|STORJ|SXP|USTC|ZRX,,
2025-02-18,Bt_20250218_060000,8,8,0,ACH|CFX|IP|LISTA|QTUM|SHELL|STORJ|SXP,ACH|CFX|IP|LISTA|QTUM|SHELL|STORJ|SXP,,
2025-02-19,Bt_20250219_060000,9,9,0,ARK|BERA|GPS|IP|KOMA|LOKA|MKR|S|THE,ARK|BERA|GPS|IP|KOMA|LOKA|MKR|S|THE,,
2025-02-20,Bt_20250220_060000,7,7,0,ARC|BERA|BRETT|GPS|IP|RDNT|TAO,ARC|BERA|BRETT|GPS|IP|RDNT|TAO,,
2025-02-21,Bt_20250221_060000,9,9,0,ACE|ARKM|ASTR|BIGTIME|JTO|LISTA|LTC|ME|MOVR,ACE|ARKM|ASTR|BIGTIME|JTO|LISTA|LTC|ME|MOVR,,
2025-02-22,Bt_20250222_060000,8,8,0,AI16Z|ALCH|ARC|AVA|BAN|KAITO|RUNE|SEI,AI16Z|ALCH|ARC|AVA|BAN|KAITO|RUNE|SEI,,
2025-02-23,Bt_20250223_060000,6,6,0,ANIME|GLM|MKR|MOCA|PROM|VELODROME,ANIME|GLM|MKR|MOCA|PROM|VELODROME,,
2025-02-24,Bt_20250224_060000,7,7,0,AIXBT|ANIME|AUCTION|AVAAI|CATI|KAITO|RATS,AIXBT|ANIME|AUCTION|AVAAI|CATI|KAITO|RATS,,
2025-02-25,Bt_20250225_060000,4,4,0,ALCH|AUCTION|LAYER|REZ,ALCH|AUCTION|LAYER|REZ,,
2025-02-26,Bt_20250226_060000,7,6,1,ALCH|BSW|DEGO|G|LPT|MOVE|RUNE,ALCH|BSW|DEGO|LPT|MOVE|RUNE,G,too_young_-203d
2025-02-27,Bt_20250227_060000,3,3,0,AEVO|SAFE|SHELL,AEVO|SAFE|SHELL,,
2025-02-28,Bt_20250228_060000,2,2,0,CATI|CKB,CATI|CKB,,
2025-03-01,Bt_20250301_060000,3,3,0,ALGO|MELANIA|TRUMP,ALGO|MELANIA|TRUMP,,
2025-03-02,Bt_20250302_060000,3,3,0,HIVE|KAITO|LAYER,HIVE|KAITO|LAYER,,
2025-03-03,Bt_20250303_060000,3,3,0,AVAAI|BADGER|NEIROETH,AVAAI|BADGER|NEIROETH,,
2025-03-04,Bt_20250304_060000,4,4,0,GPS|SOLV|TRX|UXLINK,GPS|SOLV|TRX|UXLINK,,
2025-03-05,Bt_20250305_060000,4,4,0,ALCH|BCH|KAITO|LUMIA,ALCH|BCH|KAITO|LUMIA,,
2025-03-06,Bt_20250306_060000,7,7,0,AERO|DF|DOGE|ENA|LTC|MOVE|OP,AERO|DF|DOGE|ENA|LTC|MOVE|OP,,
2025-03-07,Bt_20250307_060000,4,4,0,AUCTION|REZ|SHELL|SOLV,AUCTION|REZ|SHELL|SOLV,,
2025-03-08,Bt_20250308_060000,3,3,0,PNUT|RED|SPX,PNUT|RED|SPX,,
2025-03-09,Bt_20250309_060000,4,4,0,B3|HIPPO|LQTY|VINE,B3|HIPPO|LQTY|VINE,,
2025-03-10,Bt_20250310_060000,4,4,0,CATI|ENA|IP|MYRO,CATI|ENA|IP|MYRO,,
2025-03-11,Bt_20250311_060000,6,6,0,AKT|B3|IOTX|LISTA|QUICK|RARE,AKT|B3|IOTX|LISTA|QUICK|RARE,,
2025-03-12,Bt_20250312_060000,9,9,0,AKT|ALPACA|ID|LAYER|MYRO|RONIN|VANRY|VVV|ZETA,AKT|ALPACA|ID|LAYER|MYRO|RONIN|VANRY|VVV|ZETA,,
2025-03-13,Bt_20250313_060000,8,8,0,AVAAI|GLM|HEI|KAITO|LAYER|RED|SOLV|TRUMP,AVAAI|GLM|HEI|KAITO|LAYER|RED|SOLV|TRUMP,,
2025-03-14,Bt_20250314_060000,7,7,0,FXS|HEI|PENGU|PEPE|S|TROY|TRUMP,FXS|HEI|PENGU|PEPE|S|TROY|TRUMP,,
2025-03-15,Bt_20250315_060000,9,9,0,ARC|AXL|CAKE|DRIFT|FXS|GMX|RED|TST|ZRO,ARC|AXL|CAKE|DRIFT|FXS|GMX|RED|TST|ZRO,,
2025-03-16,Bt_20250316_060000,6,6,0,BNX|FXS|METIS|SAGA|VVV|ZRO,BNX|FXS|METIS|SAGA|VVV|ZRO,,
2025-03-17,Bt_20250317_060000,10,10,0,BAKE|BERA|BSW|CAKE|DF|DRIFT|MOG|SAFE|SHELL|THE,BAKE|BERA|BSW|CAKE|DF|DRIFT|MOG|SAFE|SHELL|THE,,
2025-03-18,Bt_20250318_060000,8,8,0,AERGO|ARK|BIGTIME|BMT|KOMA|MUBARAK|UMA|UXLINK,AERGO|ARK|BIGTIME|BMT|KOMA|MUBARAK|UMA|UXLINK,,
2025-03-19,Bt_20250319_060000,8,8,0,API3|AVAAI|EOS|FLM|GMT|MKR|RED|SWELL,API3|AVAAI|EOS|FLM|GMT|MKR|RED|SWELL,,
2025-03-20,Bt_20250320_060000,5,5,0,BANANA|CAKE|FXS|VANA|VIDT,BANANA|CAKE|FXS|VANA|VIDT,,
2025-03-21,Bt_20250321_060000,9,9,0,ACH|DOGS|LISTA|ORCA|TUT|VANA|VELODROME|X|ZRO,ACH|DOGS|LISTA|ORCA|TUT|VANA|VELODROME|X|ZRO,,
2025-03-22,Bt_20250322_060000,7,6,1,ACX|ALT|DOGS|G|MOCA|PENDLE|ZETA,ACX|ALT|DOGS|MOCA|PENDLE|ZETA,G,too_young_-179d
2025-03-23,Bt_20250323_060000,5,5,0,CYBER|ILV|OMNI|PEPE|W,CYBER|ILV|OMNI|PEPE|W,,
2025-03-24,Bt_20250324_060000,6,6,0,AKT|ANKR|BR|BROCCOLI714|GRIFFAIN|ZETA,AKT|ANKR|BR|BROCCOLI714|GRIFFAIN|ZETA,,
2025-03-25,Bt_20250325_060000,9,9,0,ARK|BANANAS31|BEAMX|CAKE|HIVE|LAYER|POLYX|RED|SIREN,ARK|BANANAS31|BEAMX|CAKE|HIVE|LAYER|POLYX|RED|SIREN,,
2025-03-26,Bt_20250326_060000,6,5,1,BANANAS31|MEW|PARTI|SHIB|SUPER|WHY,BANANAS31|MEW|PARTI|SHIB|SUPER|WHY,WHY,no_parquet_data
2025-03-27,Bt_20250327_060000,10,10,0,CETUS|CRV|LINA|MKR|MUBARAK|ORCA|PARTI|SAFE|TUT|ZRO,CETUS|CRV|LINA|MKR|MUBARAK|ORCA|PARTI|SAFE|TUT|ZRO,,
2025-03-28,Bt_20250328_060000,4,4,0,API3|ORCA|PAXG|VIDT,API3|ORCA|PAXG|VIDT,,
2025-03-29,Bt_20250329_060000,8,8,0,AVAAI|GRASS|HIVE|HMSTR|SIREN|VELODROME|VIDT|VINE,AVAAI|GRASS|HIVE|HMSTR|SIREN|VELODROME|VIDT|VINE,,
2025-03-30,Bt_20250330_060000,5,5,0,ALPACA|DOGS|EOS|MEW|REZ,ALPACA|DOGS|EOS|MEW|REZ,,
2025-03-31,Bt_20250331_060000,5,5,0,ALPACA|BID|SAFE|VINE|X,ALPACA|BID|SAFE|VINE|X,,
2025-04-01,Bt_20250401_060000,6,6,0,AI16Z|AIXBT|BEL|EOS|REZ|VINE,AI16Z|AIXBT|BEL|EOS|REZ|VINE,,
2025-04-02,Bt_20250402_060000,5,5,0,DEGO|DEXE|EOS|KAVA|MEW,DEGO|DEXE|EOS|KAVA|MEW,,
2025-04-03,Bt_20250403_060000,8,8,0,BIGTIME|FUN|HMSTR|MAVIA|PLUME|QUICK|UXLINK|W,BIGTIME|FUN|HMSTR|MAVIA|PLUME|QUICK|UXLINK|W,,
2025-04-04,Bt_20250404_060000,6,6,0,ATOM|GRASS|KAITO|RARE|USUAL|ZRO,ATOM|GRASS|KAITO|RARE|USUAL|ZRO,,
2025-04-05,Bt_20250405_060000,6,6,0,BROCCOLI714|FUN|MLN|MUBARAK|PARTI|RSR,BROCCOLI714|FUN|MLN|MUBARAK|PARTI|RSR,,
2025-04-06,Bt_20250406_060000,10,10,0,ARK|ATH|AUCTION|EPIC|GUN|KMNO|MUBARAK|RARE|REZ|TUT,ARK|ATH|AUCTION|EPIC|GUN|KMNO|MUBARAK|RARE|REZ|TUT,,
2025-04-07,Bt_20250407_060000,3,3,0,BABY|BADGER|RARE,BABY|BADGER|RARE,,
2025-04-08,Bt_20250408_060000,4,4,0,ARK|GMX|HEI|HIFI,ARK|GMX|HEI|HIFI,,
2025-04-09,Bt_20250409_060000,4,4,0,GAS|ONG|QTUM|STEEM,GAS|ONG|QTUM|STEEM,,
2025-04-10,Bt_20250410_060000,8,8,0,GAS|MTL|ONG|POWR|STEEM|SUPER|TROY|WAL,GAS|MTL|ONG|POWR|STEEM|SUPER|TROY|WAL,,
2025-04-11,Bt_20250411_060000,8,8,0,AGLD|AUCTION|BAN|CRV|JASMY|ME|ORCA|SONIC,AGLD|AUCTION|BAN|CRV|JASMY|ME|ORCA|SONIC,,
2025-04-12,Bt_20250412_060000,5,5,0,AKT|BABY|ORCA|PROMPT|VIRTUAL,AKT|BABY|ORCA|PROMPT|VIRTUAL,,
2025-04-13,Bt_20250413_060000,6,6,0,BID|COW|FHE|FORTH|LISTA|STO,BID|COW|FHE|FORTH|LISTA|STO,,
2025-04-14,Bt_20250414_060000,6,6,0,AVAAI|MANA|ORCA|RAYSOL|STO|TUT,AVAAI|MANA|ORCA|RAYSOL|STO|TUT,,
2025-04-15,Bt_20250415_060000,6,6,0,ANIME|BEL|EDU|GAS|PERP|SIREN,ANIME|BEL|EDU|GAS|PERP|SIREN,,
2025-04-16,Bt_20250416_060000,11,11,0,ANIME|ARK|GAS|KERNEL|MUBARAK|POWR|PUMP|SHELL|SXP|TUT|WCT,ANIME|ARK|GAS|KERNEL|MUBARAK|POWR|PUMP|SHELL|SXP|TUT|WCT,,
2025-04-17,Bt_20250417_060000,5,5,0,AERGO|BSW|GUN|ID|RARE,AERGO|BSW|GUN|ID|RARE,,
2025-04-18,Bt_20250418_060000,9,8,1,AGLD|ANKR|BAN|BIO|G|T|UXLINK|WAXP|ZRX,AGLD|ANKR|BAN|BIO|T|UXLINK|WAXP|ZRX,G,too_young_-152d
2025-04-19,Bt_20250419_060000,10,10,0,ALPACA|BANK|DEGEN|GMT|HIGH|LUMIA|MBOX|TLM|VOXEL|WAXP,ALPACA|BANK|DEGEN|GMT|HIGH|LUMIA|MBOX|TLM|VOXEL|WAXP,,
2025-04-20,Bt_20250420_060000,7,7,0,ALPACA|BROCCOLI714|FLM|LEVER|MAGIC|NKN|PERP,ALPACA|BROCCOLI714|FLM|LEVER|MAGIC|NKN|PERP,,
2025-04-21,Bt_20250421_060000,8,8,0,BROCCOLI714|GUN|HIFI|MUBARAK|NEIROETH|SOLV|STX|XAI,BROCCOLI714|GUN|HIFI|MUBARAK|NEIROETH|SOLV|STX|XAI,,
2025-04-22,Bt_20250422_060000,8,8,0,EPT|FARTCOIN|KOMA|MAGIC|MUBARAK|SYN|TURBO|ZEREBRO,EPT|FARTCOIN|KOMA|MAGIC|MUBARAK|SYN|TURBO|ZEREBRO,,
2025-04-23,Bt_20250423_060000,6,6,0,BID|CETUS|DEEP|IMX|LUMIA|TURBO,BID|CETUS|DEEP|IMX|LUMIA|TURBO,,
2025-04-24,Bt_20250424_060000,9,9,0,ALPACA|B3|BSW|HIFI|KDA|NMR|PROMPT|SOLV|SYN,ALPACA|B3|BSW|HIFI|KDA|NMR|PROMPT|SOLV|SYN,,
2025-04-25,Bt_20250425_060000,11,11,0,ALPACA|EGLD|FLM|GTC|INIT|LEVER|MBOX|PENGU|RDNT|SLERF|T,ALPACA|EGLD|FLM|GTC|INIT|LEVER|MBOX|PENGU|RDNT|SLERF|T,,
2025-04-26,Bt_20250426_060000,4,4,0,LEVER|PONKE|SWELL|TRUMP,LEVER|PONKE|SWELL|TRUMP,,
2025-04-27,Bt_20250427_060000,5,5,0,DEEP|FLM|FXS|HYPER|STEEM,DEEP|FLM|FXS|HYPER|STEEM,,
2025-04-28,Bt_20250428_060000,5,5,0,CHILLGUY|KDA|PENGU|XMR|ZEC,CHILLGUY|KDA|PENGU|XMR|ZEC,,
2025-04-29,Bt_20250429_060000,10,10,0,AGLD|AI16Z|AKT|BR|COOKIE|FLUX|HIGH|ONE|REZ|SHELL,AGLD|AI16Z|AKT|BR|COOKIE|FLUX|HIGH|ONE|REZ|SHELL,,
2025-04-30,Bt_20250430_060000,8,8,0,BSW|CHESS|DRIFT|FIO|KMNO|PROMPT|SCR|VINE,BSW|CHESS|DRIFT|FIO|KMNO|PROMPT|SCR|VINE,,
2025-05-01,Bt_20250501_060000,8,8,0,AGLD|AIOT|AIXBT|AKT|ALPHA|SONIC|SWARMS|VIRTUAL,AGLD|AIOT|AIXBT|AKT|ALPHA|SONIC|SWARMS|VIRTUAL,,
2025-05-02,Bt_20250502_060000,12,12,0,AIOT|AR|CTK|HAEDAL|HIGH|IMX|MEW|PUNDIX|TURBO|USTC|VINE|XEC,AIOT|AR|CTK|HAEDAL|HIGH|IMX|MEW|PUNDIX|TURBO|USTC|VINE|XEC,,
2025-05-03,Bt_20250503_060000,9,9,0,AERGO|AIOT|AVA|B3|BR|BROCCOLI714|JELLYJELLY|KOMA|LISTA,AERGO|AIOT|AVA|B3|BR|BROCCOLI714|JELLYJELLY|KOMA|LISTA,,
2025-05-04,Bt_20250504_060000,5,5,0,BR|ENS|HIPPO|LAYER|SHIB,BR|ENS|HIPPO|LAYER|SHIB,,
2025-05-05,Bt_20250505_060000,3,3,0,DF|HAEDAL|PUNDIX,DF|HAEDAL|PUNDIX,,
2025-05-06,Bt_20250506_060000,6,6,0,HIGH|MEMEFI|MLN|SAFE|SONIC|TURBO,HIGH|MEMEFI|MLN|SAFE|SONIC|TURBO,,
2025-05-07,Bt_20250507_060000,5,4,1,AVA|BAN|CYBER|G|KAITO,AVA|BAN|CYBER|KAITO,G,too_young_-133d
2025-05-08,Bt_20250508_060000,6,6,0,ENA|EPT|ETHFI|MOG|MOODENG|SAFE,ENA|EPT|ETHFI|MOG|MOODENG|SAFE,,
2025-05-09,Bt_20250509_060000,4,4,0,BOME|IP|MOODENG|PNUT,BOME|IP|MOODENG|PNUT,,
2025-05-10,Bt_20250510_060000,9,9,0,ARC|AVA|BERA|C98|CAT|GRT|SPX|WIF|XAI,ARC|AVA|BERA|C98|CAT|GRT|SPX|WIF|XAI,,
2025-05-11,Bt_20250511_060000,10,10,0,ALPINE|ETHFI|ETHW|INIT|LQTY|METIS|PARTI|REZ|RPL|WCT,ALPINE|ETHFI|ETHW|INIT|LQTY|METIS|PARTI|REZ|RPL|WCT,,
2025-05-12,Bt_20250512_060000,7,7,0,ACT|BOME|CATI|MEW|PIPPIN|SLERF|WIF,ACT|BOME|CATI|MEW|PIPPIN|SLERF|WIF,,
2025-05-13,Bt_20250513_060000,7,7,0,BANK|EPT|FUN|KAITO|LUMIA|SXT|VELODROME,BANK|EPT|FUN|KAITO|LUMIA|SXT|VELODROME,,
2025-05-14,Bt_20250514_060000,6,6,0,AXS|BROCCOLIF3B|RAYSOL|SKYAI|WAL|WCT,AXS|BROCCOLIF3B|RAYSOL|SKYAI|WAL|WCT,,
2025-05-15,Bt_20250515_060000,4,4,0,ASR|ATH|EPIC|POLYX,ASR|ATH|EPIC|POLYX,,
2025-05-16,Bt_20250516_060000,3,3,0,AAVE|BROCCOLIF3B|SOLV,AAVE|BROCCOLIF3B|SOLV,,
2025-05-17,Bt_20250517_060000,5,5,0,DF|HEI|IOTX|PUNDIX|REI,DF|HEI|IOTX|PUNDIX|REI,,
2025-05-18,Bt_20250518_060000,6,6,0,CATI|DEGEN|FIDA|MOODENG|PEOPLE|PORTAL,CATI|DEGEN|FIDA|MOODENG|PEOPLE|PORTAL,,
2025-05-19,Bt_20250519_060000,4,4,0,EPIC|OG|SFP|SKYAI,EPIC|OG|SFP|SKYAI,,
2025-05-20,Bt_20250520_060000,11,11,0,AAVE|CRV|DEGEN|KMNO|LISTA|LQTY|MASK|PROMPT|REZ|SNX|TOKEN,AAVE|CRV|DEGEN|KMNO|LISTA|LQTY|MASK|PROMPT|REZ|SNX|TOKEN,,
2025-05-21,Bt_20250521_060000,6,6,0,CHILLGUY|COOKIE|KAITO|MELANIA|OM|PEPE,CHILLGUY|COOKIE|KAITO|MELANIA|OM|PEPE,,
2025-05-22,Bt_20250522_060000,10,10,0,ANIME|BABY|BANK|CGPT|FLUX|LISTA|SPX|STO|THE|XVS,ANIME|BABY|BANK|CGPT|FLUX|LISTA|SPX|STO|THE|XVS,,
2025-05-23,Bt_20250523_060000,8,8,0,B|KERNEL|MEW|NXPC|SAFE|SAGA|VIRTUAL|WIF,B|KERNEL|MEW|NXPC|SAFE|SAGA|VIRTUAL|WIF,,
2025-05-24,Bt_20250524_060000,7,7,0,AERGO|ASR|DOLO|FHE|KERNEL|MASK|STO,AERGO|ASR|DOLO|FHE|KERNEL|MASK|STO,,
2025-05-25,Bt_20250525_060000,7,7,0,AERGO|B|CVC|SAFE|TRB|VOXEL|WCT,AERGO|B|CVC|SAFE|TRB|VOXEL|WCT,,
2025-05-26,Bt_20250526_060000,9,9,0,AIXBT|AVAAI|B|COOKIE|JUP|LISTA|MANTA|VIRTUAL|XAI,AIXBT|AVAAI|B|COOKIE|JUP|LISTA|MANTA|VIRTUAL|XAI,,
2025-05-27,Bt_20250527_060000,8,8,0,BAKE|CAKE|CHESS|DODOX|DOLO|FLM|HAEDAL|LUMIA,BAKE|CAKE|CHESS|DODOX|DOLO|FLM|HAEDAL|LUMIA,,
2025-05-28,Bt_20250528_060000,8,8,0,B3|HIFI|ICX|MLN|QNT|SAFE|SPX|UNI,B3|HIFI|ICX|MLN|QNT|SAFE|SPX|UNI,,
2025-05-29,Bt_20250529_060000,8,8,0,BMT|COW|DRIFT|EIGEN|ENS|FIS|PEPE|WCT,BMT|COW|DRIFT|EIGEN|ENS|FIS|PEPE|WCT,,
2025-05-30,Bt_20250530_060000,9,9,0,A|DRIFT|FORTH|ICX|LDO|LPT|SAFE|TRB|VANA,A|DRIFT|FORTH|ICX|LDO|LPT|SAFE|TRB|VANA,,
2025-05-31,Bt_20250531_060000,8,8,0,ACT|ARPA|BANK|KAVA|PHA|REI|SOLV|WCT,ACT|ARPA|BANK|KAVA|PHA|REI|SOLV|WCT,,
2025-06-01,Bt_20250601_060000,11,11,0,DOLO|DOOD|FHE|LQTY|RATS|REI|SOLV|SOPH|TUT|UXLINK|ZEN,DOLO|DOOD|FHE|LQTY|RATS|REI|SOLV|SOPH|TUT|UXLINK|ZEN,,
2025-06-02,Bt_20250602_060000,8,8,0,AGT|AWE|BMT|HUMA|ICX|KAIA|SOON|UXLINK,AGT|AWE|BMT|HUMA|ICX|KAIA|SOON|UXLINK,,
2025-06-03,Bt_20250603_060000,6,6,0,BID|DOOD|HUMA|NEIROETH|RPL|SOPH,BID|DOOD|HUMA|NEIROETH|RPL|SOPH,,
2025-06-04,Bt_20250604_060000,12,12,0,AGLD|ANIME|BANK|BMT|BROCCOLIF3B|FARTCOIN|ICX|ME|MILK|OBOL|T|TRB,AGLD|ANIME|BANK|BMT|BROCCOLIF3B|FARTCOIN|ICX|ME|MILK|OBOL|T|TRB,,
2025-06-05,Bt_20250605_060000,3,3,0,AERGO|BROCCOLI714|CAKE,AERGO|BROCCOLI714|CAKE,,
2025-06-06,Bt_20250606_060000,5,5,0,BMT|COMP|EDU|FLOKI|LA,BMT|COMP|EDU|FLOKI|LA,,
2025-06-07,Bt_20250607_060000,3,3,0,MOODENG|PONKE|WIF,MOODENG|PONKE|WIF,,
2025-06-08,Bt_20250608_060000,4,4,0,ANIME|FUN|IOST|RVN,ANIME|FUN|IOST|RVN,,
2025-06-09,Bt_20250609_060000,9,9,0,ALPINE|ASR|B2|DIA|HFT|ICX|KAIA|RVN|VVV,ALPINE|ASR|B2|DIA|HFT|ICX|KAIA|RVN|VVV,,
2025-06-10,Bt_20250610_060000,6,6,0,AAVE|AXL|COMP|DOLO|EPT|UNI,AAVE|AXL|COMP|DOLO|EPT|UNI,,
2025-06-11,Bt_20250611_060000,8,8,0,A|AXS|CYBER|ENS|ICX|KAIA|KMNO|RPL,A|AXS|CYBER|ENS|ICX|KAIA|KMNO|RPL,,
2025-06-12,Bt_20250612_060000,7,6,1,AERGO|B3|BOB|HOME|QUICK|SQD|TAIKO,AERGO|B3|HOME|QUICK|SQD|TAIKO,BOB,too_young_-162d
2025-06-13,Bt_20250613_060000,11,11,0,ACT|DF|EPIC|FHE|IOTX|JELLYJELLY|NXPC|PAXG|RATS|TST|ZEREBRO,ACT|DF|EPIC|FHE|IOTX|JELLYJELLY|NXPC|PAXG|RATS|TST|ZEREBRO,,
2025-06-14,Bt_20250614_060000,8,7,1,ANIME|BAN|BMT|BOB|HOME|LUNC|RVN|SKATE,ANIME|BAN|BMT|HOME|LUNC|RVN|SKATE,BOB,too_young_-160d
2025-06-15,Bt_20250615_060000,7,7,0,AXL|BAN|BID|OBOL|RPL|RVN|T,AXL|BAN|BID|OBOL|RPL|RVN|T,,
2025-06-16,Bt_20250616_060000,5,5,0,AGT|BID|MOG|SPX|SYRUP,AGT|BID|MOG|SPX|SYRUP,,
2025-06-17,Bt_20250617_060000,8,8,0,BCH|BSV|CHESS|EPT|MAGIC|OBOL|SKYAI|UNI,BCH|BSV|CHESS|EPT|MAGIC|OBOL|SKYAI|UNI,,
2025-06-18,Bt_20250618_060000,6,6,0,ALT|CAT|HAEDAL|IO|KAIA|SOON,ALT|CAT|HAEDAL|IO|KAIA|SOON,,
2025-06-19,Bt_20250619_060000,5,5,0,AERO|BID|HUMA|RAYSOL|X,AERO|BID|HUMA|RAYSOL|X,,
2025-06-20,Bt_20250620_060000,10,10,0,AWE|CVC|MAGIC|MYX|QUICK|SEI|SOON|SWELL|SXP|T,AWE|CVC|MAGIC|MYX|QUICK|SEI|SOON|SWELL|SXP|T,,
2025-06-21,Bt_20250621_060000,8,8,0,AERGO|FUN|HIFI|LAYER|MAGIC|MAVIA|MUBARAK|SEI,AERGO|FUN|HIFI|LAYER|MAGIC|MAVIA|MUBARAK|SEI,,
2025-06-22,Bt_20250622_060000,7,7,0,BAN|BANANAS31|FUN|LAYER|MYX|SIGN|SKYAI,BAN|BANANAS31|FUN|LAYER|MYX|SIGN|SKYAI,,
2025-06-23,Bt_20250623_060000,4,4,0,BROCCOLI714|HAEDAL|IP|SPK,BROCCOLI714|HAEDAL|IP|SPK,,
2025-06-24,Bt_20250624_060000,9,9,0,AVAAI|GRIFFAIN|HIFI|KOMA|RSR|SEI|SNX|SPX|UXLINK,AVAAI|GRIFFAIN|HIFI|KOMA|RSR|SEI|SNX|SPX|UXLINK,,
2025-06-25,Bt_20250625_060000,4,4,0,BCH|BROCCOLI714|MUBARAK|SYRUP,BCH|BROCCOLI714|MUBARAK|SYRUP,,
2025-06-26,Bt_20250626_060000,8,8,0,AGT|BCH|CHESS|CTK|IOST|MOVE|MYX|W,AGT|BCH|CHESS|CTK|IOST|MOVE|MYX|W,,
2025-06-27,Bt_20250627_060000,8,8,0,APT|B2|BDXN|FIS|HIFI|LQTY|SKATE|XVG,APT|B2|BDXN|FIS|HIFI|LQTY|SKATE|XVG,,
2025-06-28,Bt_20250628_060000,7,7,0,DMC|F|JTO|LISTA|MELANIA|MYX|PENGU,DMC|F|JTO|LISTA|MELANIA|MYX|PENGU,,
2025-06-29,Bt_20250629_060000,7,7,0,B2|DMC|F|LPT|OGN|SAHARA|VINE,B2|DMC|F|LPT|OGN|SAHARA|VINE,,
2025-06-30,Bt_20250630_060000,7,7,0,BDXN|DMC|HFT|HYPE|PENGU|STO|SXT,BDXN|DMC|HFT|HYPE|PENGU|STO|SXT,,
2025-07-01,Bt_20250701_060000,3,3,0,BCH|LEVER|MAV,BCH|LEVER|MAV,,
2025-07-02,Bt_20250702_060000,6,6,0,DOOD|EPT|PENGU|PORTAL|SUPER|UNI,DOOD|EPT|PENGU|PORTAL|SUPER|UNI,,
2025-07-03,Bt_20250703_060000,5,5,0,BONK|CTK|MEW|MOODENG|RONIN,BONK|CTK|MEW|MOODENG|RONIN,,
2025-07-04,Bt_20250704_060000,8,7,1,ALPHA|BOB|BONK|BSW|FUN|SXP|TAIKO|UXLINK,ALPHA|BONK|BSW|FUN|SXP|TAIKO|UXLINK,BOB,too_young_-140d
2025-07-05,Bt_20250705_060000,10,8,2,AI16Z|BOB|BSW|DOOD|G|GUN|MYX|RED|SAFE|SIREN,AI16Z|BSW|DOOD|GUN|MYX|RED|SAFE|SIREN,BOB|G,too_young_-139d|too_young_-74d
2025-07-06,Bt_20250706_060000,6,5,1,BOB|BONK|MYX|SAHARA|SKATE|SOON,BONK|MYX|SAHARA|SKATE|SOON,BOB,too_young_-138d
2025-07-07,Bt_20250707_060000,3,3,0,AVAAI|BDXN|VIC,AVAAI|BDXN|VIC,,
2025-07-08,Bt_20250708_060000,10,9,1,ALPINE|BOB|BONK|CVC|DOLO|FIS|GLM|M|REI|VIC,ALPINE|BONK|CVC|DOLO|FIS|GLM|M|REI|VIC,BOB,too_young_-136d
2025-07-09,Bt_20250709_060000,7,7,0,ALPINE|CELO|M|MAVIA|MOG|MORPHO|RAYSOL,ALPINE|CELO|M|MAVIA|MOG|MORPHO|RAYSOL,,
2025-07-10,Bt_20250710_060000,7,7,0,BABY|GRIFFAIN|HOOK|HYPER|KERNEL|STO|TANSSI,BABY|GRIFFAIN|HOOK|HYPER|KERNEL|STO|TANSSI,,
2025-07-11,Bt_20250711_060000,9,9,0,ACE|ALT|CROSS|CYBER|DOLO|LISTA|OMNI|TANSSI|X,ACE|ALT|CROSS|CYBER|DOLO|LISTA|OMNI|TANSSI|X,,
2025-07-12,Bt_20250712_060000,9,9,0,AIOT|ARK|GAS|KNC|MYX|POLYX|POWR|PUNDIX|STORJ,AIOT|ARK|GAS|KNC|MYX|POLYX|POWR|PUNDIX|STORJ,,
2025-07-13,Bt_20250713_060000,8,8,0,AIN|AUCTION|HBAR|HOME|MOCA|ORCA|VOXEL|XLM,AIN|AUCTION|HBAR|HOME|MOCA|ORCA|VOXEL|XLM,,
2025-07-14,Bt_20250714_060000,7,7,0,AIXBT|BIO|CETUS|IP|MOODENG|TAO|TURBO,AIXBT|BIO|CETUS|IP|MOODENG|TAO|TURBO,,
2025-07-15,Bt_20250715_060000,9,9,0,BDXN|BONK|CROSS|DOOD|FIS|MERL|ORCA|STO|THE,BDXN|BONK|CROSS|DOOD|FIS|MERL|ORCA|STO|THE,,
2025-07-16,Bt_20250716_060000,8,8,0,C|COW|CYBER|ENS|PONKE|REZ|SWELL|TANSSI,C|COW|CYBER|ENS|PONKE|REZ|SWELL|TANSSI,,
