L_BASE,L_HIGH,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
1.0,1.7,1.0,0.5441,16.61,-46.804,0.355,4.3308,False
1.0,1.7,2.0,0.5125,8.52,-58.71,0.145,4.5104,False
1.0,1.7,2.5,0.5176,9.0,-58.71,0.153,4.4596,False
1.0,1.7,3.0,0.5176,9.0,-58.71,0.153,4.4596,False
1.0,1.8,1.0,0.5441,16.55,-48.912,0.338,4.3308,False
1.0,1.8,2.0,0.5125,6.62,-60.89,0.109,4.5104,False
1.0,1.8,2.5,0.5129,6.66,-60.89,0.109,4.5072,False
1.0,1.8,3.0,0.5129,6.66,-60.89,0.109,4.5072,False
1.0,2.0,1.0,0.5441,16.06,-52.935,0.303,4.3308,False
1.0,2.0,2.0,0.5125,2.19,-64.939,0.034,4.5104,False
1.0,2.0,2.5,0.5125,2.19,-64.939,0.034,4.5104,False
1.0,2.0,3.0,0.5125,2.19,-64.939,0.034,4.5104,False
